filename,avg_energy,max_energy,avg_zcr,max_zcr,activity_level_adjusted 
20250715_1245.wav,51.84795191,155.6821218,1.493532635,1.555446996,High
20250715_1300.wav,50.06948762,58.3105874,1.506819016,1.562286273,Moderate
20250715_1315.wav,51.29411078,60.37403123,1.506057802,1.562286273,High
20250715_1330.wav,50.549482,58.20481807,1.50524824,1.576941866,Moderate
20250715_1345.wav,49.07834843,75.9520773,1.504611721,1.602344895,Moderate
20250715_1400.wav,47.33254175,72.90827747,1.510051873,1.566194431,Low
20250715_1415.wav,51.8139596,83.31282544,1.509984221,1.562286273,High
20250715_1430.wav,47.33800383,55.51084018,1.509357441,1.574987787,Low
20250715_1445.wav,50.6457697,58.69502234,1.509588744,1.56814851,Moderate
20250715_1500.wav,52.85368171,84.97567754,1.50483572,1.56912555,High
20250715_1515.wav,45.26562379,68.20180115,1.509906482,1.573033708,Low
20250715_1530.wav,49.43738132,89.89267341,1.509236746,1.570102589,Moderate
20250715_1545.wav,48.98774428,76.86643101,1.510876913,1.563263312,Moderate
20250715_1600.wav,50.60862527,57.86781651,1.507431709,1.562286273,Moderate
20250715_1615.wav,52.46747317,62.06758909,1.510393611,1.571079629,High
20250715_1630.wav,49.78711269,72.92311855,1.509735005,1.566194431,Moderate
20250715_1645.wav,45.43607206,69.75408255,1.51021535,1.563263312,Low
20250715_1700.wav,54.84646474,79.60076531,1.510864739,1.560332193,High
20250715_1715.wav,51.8577287,59.35725466,1.51129952,1.565217391,High
20250715_1730.wav,53.25717212,62.56600952,1.509577092,1.565217391,High
20250715_1745.wav,49.22869598,59.24847363,1.510397611,1.563263312,Moderate
20250715_1800.wav,50.46830125,156.7338272,1.493526895,1.574010747,Moderate
20250716_0900.wav,50.8849996,77.62489074,1.50694945,1.560332193,Moderate
20250716_0915.wav,47.92851126,67.52134431,1.508357793,1.560332193,Moderate
20250716_0930.wav,46.88108932,55.44900643,1.508563879,1.566194431,Low
20250716_0945.wav,50.05583025,141.3262656,1.509705439,1.571079629,Moderate
20250716_1000.wav,47.94960235,57.66552812,1.509593266,1.561309233,Moderate
20250716_1015.wav,47.61861889,74.76925695,1.510263176,1.572056668,Moderate
20250716_1030.wav,49.07087035,76.57837815,1.507153276,1.565217391,Moderate
20250716_1045.wav,51.7646248,79.37513314,1.509080051,1.571079629,High
20250716_1100.wav,48.66301078,58.50903598,1.509665961,1.571079629,Moderate
20250716_1115.wav,54.60954821,101.3720883,1.51124439,1.56717147,High
20250716_1130.wav,54.18058586,62.72662595,1.510976739,1.56717147,High
20250716_1145.wav,53.97943043,171.253687,1.510834304,1.571079629,High
20250716_1200.wav,52.02231923,76.51697202,1.510706131,1.571079629,High
20250716_1215.wav,48.2119809,70.17983444,1.510410132,1.571079629,Moderate
20250716_1230.wav,45.24813406,51.91485948,1.507974142,1.563263312,Low
20250716_1245.wav,50.17056432,59.62553088,1.507072233,1.560332193,Moderate
20250716_1300.wav,46.56545769,141.9999344,1.502538338,1.560332193,Low
20250716_1315.wav,46.95108048,147.2334978,1.482984329,1.56912555,Low
20250716_1330.wav,51.79320368,77.08122781,1.509002312,1.56814851,High
20250716_1345.wav,52.55255808,85.6180518,1.507782838,1.573033708,High
20250716_1400.wav,50.730784,59.59152221,1.506185627,1.570102589,Moderate
20250716_1415.wav,52.16280446,60.48618834,1.506188584,1.565217391,High
20250716_1430.wav,51.48209415,93.39422498,1.507682491,1.558378114,High
20250716_1445.wav,51.11421718,77.38532137,1.507534492,1.565217391,High
20250716_1500.wav,47.78349364,75.91378113,1.5032119,1.554469956,Moderate
20250716_1515.wav,53.21745434,156.4942899,1.497610183,1.560332193,High
20250716_1530.wav,49.85074473,58.01330011,1.506120062,1.594528578,Moderate
20250716_1545.wav,47.73839965,54.72059204,1.507464753,1.571079629,Moderate
20250716_1600.wav,51.24693356,73.26897726,1.507320579,1.566194431,High
20250716_1615.wav,50.49870722,73.48839798,1.507805273,1.56912555,Moderate
20250716_1630.wav,50.53036481,75.09965447,1.507879534,1.566194431,Moderate
20250716_1645.wav,49.43927561,72.341865,1.507834143,1.563263312,Moderate
20250716_1700.wav,50.16261251,59.40643652,1.508246663,1.570102589,Moderate
20250716_1715.wav,47.20331828,56.09656142,1.507631883,1.559355154,Low
20250716_1730.wav,48.61922652,121.3543207,1.50661606,1.561309233,Moderate
20250716_1745.wav,51.81691588,142.906696,1.478447651,1.583781143,High
20250716_1800.wav,48.33067004,67.38588466,1.508137794,1.56717147,Moderate
20250717_0900.wav,49.92660177,142.9508452,1.505406848,1.595505618,Moderate
20250717_0915.wav,50.08955244,57.48743325,1.508543357,1.566194431,Moderate
20250717_0930.wav,54.52468973,62.93776738,1.507742143,1.570102589,High
20250717_0945.wav,50.85120096,78.15934884,1.509905091,1.56814851,Moderate
20250717_1000.wav,45.67670255,70.39589986,1.512348038,1.582804104,Low
20250717_1015.wav,49.33991705,73.6134607,1.51181604,1.565217391,Moderate
20250717_1030.wav,52.95940789,168.6433057,1.510531523,1.570102589,High
20250717_1045.wav,46.85649788,55.37244925,1.5098877,1.563263312,Low
20250717_1100.wav,47.90476256,56.28703313,1.509536744,1.56912555,Moderate
20250717_1115.wav,49.74304852,78.28134716,1.509963699,1.576941866,Moderate
20250717_1130.wav,50.33999868,149.0084443,1.510646827,1.56912555,Moderate
20250717_1145.wav,46.71705946,83.43693058,1.511256564,1.564240352,Low
20250717_1200.wav,50.98561431,61.17860265,1.510131873,1.564240352,High
20250717_1215.wav,46.15330102,56.51193289,1.511380563,1.564240352,Low
20250717_1230.wav,50.00302467,78.25253115,1.507680578,1.560332193,Moderate
20250717_1245.wav,50.78014686,76.11463228,1.509452397,1.56814851,Moderate
20250717_1300.wav,47.64939771,142.7028255,1.478421738,1.574987787,Moderate
20250717_1315.wav,50.94063267,82.78593011,1.508827704,1.565217391,High
20250717_1330.wav,49.80145794,90.62018769,1.51134665,1.586712262,Moderate
20250717_1345.wav,52.53480151,61.28853178,1.509051877,1.574987787,High
20250717_1400.wav,51.70721998,77.68344563,1.510137959,1.59159746,High
20250717_1415.wav,55.0894267,80.1498383,1.507960229,1.56814851,High
20250717_1430.wav,47.25416574,72.61553221,1.510275002,1.562286273,Low
20250717_1445.wav,48.85866622,148.0197758,1.51106126,1.575964827,Moderate
20250717_1500.wav,48.31790893,57.77758573,1.510490828,1.56717147,Moderate
20250717_1515.wav,53.00641861,62.24133165,1.509025442,1.56717147,High
20250717_1530.wav,48.41581732,74.55185185,1.510079699,1.573033708,Moderate
20250717_1545.wav,49.01349277,73.11450212,1.511806996,1.56912555,Moderate
20250717_1600.wav,47.58209051,79.7949016,1.512126473,1.558378114,Moderate
20250717_1615.wav,51.64321084,166.147675,1.51106526,1.565217391,High
20250717_1630.wav,53.74885217,64.19967651,1.512040908,1.56814851,High
20250717_1645.wav,45.66696627,78.07794628,1.512704558,1.564240352,Low
20250717_1700.wav,51.51300825,155.937073,1.500266347,1.56717147,High
20250717_1715.wav,50.89843563,79.98223192,1.512780558,1.574010747,Moderate
20250717_1730.wav,49.42674111,75.81148564,1.514316725,1.56814851,Moderate
20250717_1745.wav,47.26922883,77.59833085,1.513239686,1.576941866,Low
20250717_1800.wav,52.5644496,60.60206318,1.514491855,1.56814851,High
20250718_0900.wav,53.31019119,61.15841269,1.512256038,1.56717147,High
20250718_0915.wav,49.03319194,136.7116146,1.503828246,1.592574499,Moderate
20250718_0930.wav,45.85666672,54.41257261,1.520489918,1.579872985,Low
20250718_0945.wav,50.73277009,164.7323888,1.524898248,1.609184172,Moderate
20250718_1000.wav,47.3886721,90.04074571,1.527048153,1.593551539,Low
20250718_1015.wav,48.09411195,73.26030595,1.528007105,1.582804104,Moderate
20250718_1030.wav,48.07369145,78.69887304,1.525459463,1.578895945,Moderate
20250718_1045.wav,51.05509513,60.11250739,1.529380491,1.584758183,High
20250718_1100.wav,46.14876769,53.61667327,1.525456333,1.583781143,Low
20250718_1115.wav,51.2068607,167.2433211,1.527298065,1.584758183,High
20250718_1130.wav,51.55827037,84.87614653,1.521703652,1.580850024,High
20250718_1145.wav,51.25969157,80.61219275,1.530667964,1.585735222,High
20250718_1200.wav,52.33138768,151.6729747,1.497745835,1.592574499,High
20250718_1215.wav,50.62008068,160.3394768,1.518780186,1.574987787,Moderate
20250718_1230.wav,49.05403931,57.40814421,1.509887004,1.580850024,Moderate
20250718_1245.wav,50.68995136,82.88191141,1.508280402,1.574987787,Moderate
20250718_1300.wav,50.11421688,76.27430143,1.518105232,1.581827064,Moderate
20250718_1315.wav,48.68830162,87.50784616,1.522813909,1.587200782,Moderate
20250718_1330.wav,48.27177986,56.24132792,1.526798241,1.585735222,Moderate
20250718_1345.wav,48.11162356,59.32037245,1.520206789,1.576941866,Moderate
20250718_1400.wav,49.42386793,75.12013483,1.5281918,1.589643381,Moderate
20250718_1415.wav,45.6918384,66.80157158,1.523575645,1.579872985,Low
20250718_1430.wav,50.98243204,80.32610586,1.52683198,1.581827064,High
20250718_1445.wav,51.70032826,61.12874304,1.533561344,1.578895945,High
20250718_1500.wav,50.36051195,61.52747334,1.511251694,1.574987787,Moderate
20250718_1515.wav,44.77734063,66.34190754,1.524660162,1.578895945,Low
20250718_1530.wav,50.83879478,76.41828302,1.517786625,1.582804104,Moderate
20250718_1545.wav,48.81570445,86.09113157,1.530842746,1.59062042,Moderate
20250718_1600.wav,50.84211286,58.54977316,1.526784328,1.575964827,Moderate
20250718_1615.wav,50.15335884,59.97972302,1.529209883,1.579872985,Moderate
20250718_1630.wav,48.67033712,94.32660933,1.527217022,1.588666341,Moderate
20250718_1645.wav,52.11515018,78.24741408,1.526521198,1.586712262,High
20250718_1700.wav,49.21980272,77.89717991,1.529478578,1.584758183,Moderate
20250718_1715.wav,49.3622515,74.32871284,1.526735284,1.585735222,Moderate
20250718_1730.wav,47.58643128,55.8708248,1.52360434,1.579872985,Moderate
20250718_1745.wav,45.64493705,58.27062701,1.530180314,1.588177821,Low
20250718_1800.wav,51.17093105,74.99788334,1.526054765,1.585735222,High
20250719_0900.wav,43.33741678,72.10138546,1.524928857,1.574987787,Low
20250719_0915.wav,50.98926594,83.61935728,1.521014786,1.572056668,High
20250719_0930.wav,48.16200128,56.72398377,1.528288669,1.589643381,Moderate
20250719_0945.wav,49.66179327,59.33988469,1.527012848,1.577918906,Moderate
20250719_1000.wav,48.86077045,66.23075097,1.530599269,1.582804104,Moderate
20250719_1015.wav,48.22840312,70.12526932,1.528736494,1.59062042,Moderate
20250719_1030.wav,52.10012351,80.41120534,1.526028157,1.581827064,High
20250719_1045.wav,47.51954788,56.81625591,1.526646937,1.581827064,Moderate
20250719_1100.wav,52.15593654,60.45374449,1.526420155,1.585735222,High
20250719_1115.wav,47.35844651,55.77246547,1.519423488,1.573033708,Low
20250719_1130.wav,45.98093795,66.02299785,1.518713925,1.580850024,Low
20250719_1145.wav,49.57850096,74.92158633,1.522404867,1.588666341,Moderate
20250719_1200.wav,49.95767392,151.3969047,1.529050579,1.605276014,Moderate
20250719_1215.wav,48.41813338,93.19215935,1.533598561,1.588666341,Moderate
20250719_1230.wav,44.28678936,53.40885055,1.527669715,1.581827064,Low
20250719_1245.wav,48.20725604,80.69993291,1.510720914,1.574010747,Moderate
20250719_1300.wav,48.71619748,74.14997486,1.518639665,1.578895945,Moderate
20250719_1315.wav,54.22561265,80.40173827,1.505644586,1.583781143,High
20250719_1330.wav,49.15386761,60.67094613,1.514277247,1.577918906,Moderate
20250719_1345.wav,53.44613434,78.66557679,1.505880063,1.585735222,High
20250719_1400.wav,47.54041098,77.22897394,1.519439487,1.580850024,Moderate
20250719_1415.wav,50.69084587,85.00003716,1.508464401,1.579872985,Moderate
20250719_1430.wav,48.38756328,155.1397853,1.515772198,1.587689301,Moderate
20250719_1445.wav,49.40926788,72.84334137,1.514810115,1.586712262,Moderate
20250719_1500.wav,53.3706718,160.0610621,1.503015031,1.622862726,High
20250719_1515.wav,47.76697917,72.09077961,1.535972813,1.593551539,Moderate
20250719_1530.wav,43.58276391,82.13262552,1.53137457,1.587689301,Low
20250719_1545.wav,47.81096517,56.09143069,1.525861375,1.578895945,Moderate
20250719_1600.wav,51.7068538,79.78214209,1.542230701,1.595505618,High
20250719_1615.wav,46.37352834,73.44768513,1.532490914,1.607230093,Low
20250719_1630.wav,49.92810187,81.33033591,1.534660644,1.589643381,Moderate
20250719_1645.wav,50.20627588,81.93907922,1.530076662,1.59062042,Moderate
20250719_1700.wav,45.23748486,53.64898643,1.539544798,1.589643381,Low
20250719_1715.wav,47.00854947,54.78906514,1.545378862,1.600390816,Low
20250719_1730.wav,52.95526903,86.48991605,1.537881153,1.597459697,High
20250719_1745.wav,49.21575085,75.85518245,1.539923927,1.596482658,Moderate
20250719_1800.wav,53.56880502,74.30285395,1.526347634,1.583781143,High
20250720_0900.wav,51.75804052,62.6090551,1.53673681,1.588666341,High
20250720_0915.wav,44.60899586,52.02624099,1.528387973,1.585735222,Low
20250720_0930.wav,53.46439701,86.31547654,1.530658747,1.583781143,High
20250720_0945.wav,53.84677363,163.6253569,1.501523733,1.606253053,High
20250720_1000.wav,50.37505571,85.00854637,1.524209729,1.585735222,Moderate
20250720_1015.wav,50.39431052,61.35376412,1.522337389,1.587689301,Moderate
20250720_1030.wav,47.25825266,55.90012153,1.518002971,1.596482658,Low
20250720_1045.wav,49.05502532,170.9767149,1.534819252,1.599413776,Moderate
20250720_1100.wav,47.95344963,82.88776727,1.53552238,1.59062042,Moderate
20250720_1115.wav,56.96356311,160.3397333,1.515628546,1.622862726,High
20250720_1130.wav,49.47367097,59.09252335,1.535334554,1.594528578,Moderate
20250720_1145.wav,48.63203339,58.41633318,1.534845513,1.594528578,Moderate
20250720_1200.wav,51.52802991,74.74042013,1.538170543,1.59062042,High
20250720_1215.wav,51.43302949,79.02231079,1.530951963,1.588666341,High
20250720_1230.wav,50.90056688,149.1118045,1.527384151,1.615046409,High
20250720_1245.wav,49.18050328,58.61498646,1.542046527,1.596482658,Moderate
20250720_1300.wav,50.75283209,63.32706994,1.53837576,1.595505618,Moderate
20250720_1315.wav,50.02785045,74.07019174,1.539650711,1.600390816,Moderate
20250720_1330.wav,51.22692843,78.07862169,1.535821161,1.588666341,High
20250720_1345.wav,52.30838138,156.0429295,1.517330105,1.616023449,High
20250720_1400.wav,51.41463225,80.61539635,1.534070733,1.589643381,High
20250720_1415.wav,46.00540155,58.02534392,1.541028097,1.59159746,Low
20250720_1430.wav,51.79485362,93.87371114,1.540325317,1.59062042,High
20250720_1445.wav,45.73448504,69.2680147,1.532503783,1.588666341,Low
20250720_1500.wav,53.59004143,166.3476288,1.526221547,1.599413776,High
20250720_1515.wav,46.73551262,139.2362682,1.526734763,1.596482658,Low
20250720_1530.wav,49.2934074,63.96890715,1.537146547,1.584758183,Moderate
20250720_1545.wav,50.05859417,69.22423083,1.535739944,1.594528578,Moderate
20250720_1600.wav,48.78636728,69.94311979,1.528082235,1.584758183,Moderate
20250720_1615.wav,51.90977443,77.40731764,1.527499107,1.583781143,High
20250720_1630.wav,45.69063227,75.7531711,1.532224828,1.59062042,Low
20250720_1645.wav,54.17156119,62.46915556,1.523984687,1.576941866,High
20250720_1700.wav,48.04885328,56.41925261,1.52489477,1.582804104,Moderate
20250720_1715.wav,54.63254081,90.79758137,1.536176986,1.592574499,High
20250720_1730.wav,50.69618708,82.1698244,1.523983991,1.594528578,Moderate
20250720_1745.wav,53.93219554,153.6386149,1.506837799,1.628724963,High
20250720_1800.wav,48.50432859,58.18148521,1.532929347,1.583781143,Moderate
20250721_0900.wav,46.91883423,62.59191891,1.532679434,1.596482658,Low
20250721_0915.wav,46.41256606,76.37231063,1.530590921,1.588666341,Low
20250721_0930.wav,49.2031686,75.1957809,1.529415448,1.586712262,Moderate
20250721_0945.wav,52.4381764,165.0942024,1.509243007,1.594528578,High
20250721_1000.wav,52.46781822,63.93566729,1.536722375,1.587689301,High
20250721_1015.wav,48.13618426,60.11067368,1.52566468,1.583781143,Moderate
20250721_1030.wav,49.16739261,58.53009716,1.534577166,1.585735222,Moderate
20250721_1045.wav,51.00655166,171.3024953,1.537429676,1.603321935,High
20250721_1100.wav,50.35833256,76.70724955,1.533192302,1.587689301,Moderate
20250721_1115.wav,50.53861504,76.34731358,1.53509612,1.596482658,Moderate
20250721_1130.wav,45.89294561,54.53806092,1.53714846,1.588666341,Low
20250721_1145.wav,42.77641714,77.73995339,1.52686624,1.574987787,Low
20250721_1200.wav,49.64102579,79.9423863,1.54107401,1.587689301,Moderate
20250721_1215.wav,48.5474194,154.2110744,1.538856453,1.602344895,Moderate
20250721_1230.wav,48.41115264,136.8676548,1.510574306,1.626770884,Moderate
20250721_1245.wav,44.61767012,55.19198229,1.536581506,1.592574499,Low
20250721_1300.wav,45.1325581,54.40947938,1.534154733,1.586712262,Low
20250721_1315.wav,45.88412728,70.48375773,1.528840319,1.586712262,Low
20250721_1330.wav,47.37018374,76.26974318,1.529350578,1.592574499,Low
20250721_1345.wav,48.38543965,72.20191755,1.536781331,1.587689301,Moderate
20250721_1400.wav,49.94978117,155.1217189,1.535484641,1.59062042,Moderate
20250721_1415.wav,53.23968237,62.80767875,1.522168868,1.59062042,High
20250721_1430.wav,51.34973546,97.01156038,1.51173691,1.595505618,High
20250721_1445.wav,47.09256179,147.0077306,1.518569752,1.593551539,Low
20250721_1500.wav,41.77305994,64.19933872,1.525753549,1.592574499,Low
20250721_1515.wav,48.96961427,58.68124766,1.517600538,1.584758183,Moderate
20250721_1530.wav,48.28493147,122.6893262,1.52566781,1.584758183,Moderate
20250721_1545.wav,55.27884115,177.9159164,1.511658997,1.585735222,High
20250721_1600.wav,47.68567824,72.83617234,1.523974426,1.582804104,Moderate
20250721_1615.wav,48.3839617,57.44869713,1.517296887,1.584758183,Moderate
20250721_1630.wav,48.59019042,57.70617244,1.521928347,1.585735222,Moderate
20250721_1645.wav,49.0061522,151.5954108,1.523717557,1.651196873,Moderate
20250721_1700.wav,48.00973236,83.49744015,1.525217899,1.595505618,Moderate
20250721_1715.wav,49.29456242,75.91656492,1.514507681,1.584758183,Moderate
20250721_1730.wav,46.92547946,57.15174851,1.517350105,1.581827064,Low
20250721_1745.wav,50.31889737,75.04542644,1.538933149,1.589643381,Moderate
20250721_1800.wav,48.25990201,72.37883886,1.534381167,1.587689301,Moderate
20250722_0900.wav,48.96293768,71.8100679,1.527876149,1.577918906,Moderate
20250722_0915.wav,50.10251984,60.49245704,1.52935597,1.586712262,Moderate
20250722_0930.wav,49.68319877,60.15656732,1.534651948,1.585735222,Moderate
20250722_0945.wav,49.50688543,58.29158448,1.537026374,1.59159746,Moderate
20250722_1000.wav,50.84359857,77.73103952,1.537118199,1.59062042,Moderate
20250722_1015.wav,49.59653921,82.20025203,1.535438206,1.585735222,Moderate
20250722_1030.wav,42.42293317,67.40600541,1.535648988,1.600390816,Low
20250722_1045.wav,49.84330919,92.09505808,1.534966904,1.585735222,Moderate
20250722_1100.wav,50.42878715,165.8944722,1.533221345,1.617977528,Moderate
20250722_1115.wav,46.62507158,76.45703414,1.537442894,1.59159746,Low
20250722_1130.wav,47.35963106,70.67932715,1.529046753,1.584758183,Low
20250722_1145.wav,53.08580523,161.0032758,1.505056588,1.618954568,High
20250722_1200.wav,50.05854539,58.5208379,1.528813015,1.589643381,Moderate
20250722_1215.wav,48.19701125,59.02226852,1.518693751,1.59062042,Moderate
20250722_1230.wav,45.91072224,70.61332639,1.52832693,1.581827064,Low
20250722_1245.wav,48.22563859,78.44942094,1.528750233,1.584758183,Moderate
20250722_1300.wav,50.03135399,77.15660384,1.533471257,1.589643381,Moderate
20250722_1315.wav,50.72095598,67.63930589,1.538540976,1.589643381,Moderate
20250722_1330.wav,49.6454411,60.73387391,1.539582363,1.593551539,Moderate
20250722_1345.wav,45.43482914,68.58460641,1.532628826,1.59159746,Low
20250722_1400.wav,47.29539017,81.13932292,1.538120978,1.594528578,Low
20250722_1415.wav,49.57247588,149.0577275,1.541531921,1.657059111,Moderate
20250722_1430.wav,48.48821826,75.1251046,1.540047927,1.59159746,Moderate
20250722_1445.wav,45.97711924,53.55182984,1.541618355,1.597459697,Low
20250722_1500.wav,48.07240578,58.42569381,1.537842892,1.598436737,Moderate
20250722_1515.wav,49.7000047,146.415297,1.540732794,1.592574499,Moderate
20250722_1530.wav,47.41299861,73.56546891,1.533895604,1.588666341,Low
20250722_1545.wav,51.49268774,83.15151229,1.535108468,1.602344895,High
20250722_1600.wav,47.21525913,56.14534722,1.535774379,1.592574499,Low
20250722_1615.wav,52.12016746,61.80509525,1.535668988,1.589643381,High
20250722_1630.wav,48.52976441,81.44825577,1.527471977,1.596482658,Moderate
20250722_1645.wav,49.11252852,139.8210045,1.526085722,1.59062042,Moderate
20250722_1700.wav,46.90517201,75.29546648,1.519861747,1.583781143,Low
20250722_1715.wav,51.2133092,97.78299643,1.524371294,1.612115291,High
20250722_1730.wav,52.67544667,88.72569173,1.521789217,1.594528578,High
20250722_1745.wav,44.18088514,134.4537722,1.511966474,1.611138251,Low
20250722_1800.wav,49.46415832,85.08099593,1.536096986,1.586712262,Moderate
20250723_0900.wav,49.82940785,59.74692621,1.528838232,1.588666341,Moderate
20250723_0915.wav,50.12233646,58.46090368,1.533961516,1.59159746,Moderate
20250723_0930.wav,51.63260908,75.322286,1.541651051,1.595505618,High
20250723_0945.wav,48.93837654,149.4515402,1.522333215,1.593551539,Moderate
20250723_1000.wav,42.92478535,130.0550147,1.522270607,1.599413776,Low
20250723_1015.wav,49.30247728,80.08090438,1.546945464,1.594528578,Moderate
20250723_1030.wav,45.96680694,54.57976686,1.535809509,1.594528578,Low
20250723_1045.wav,43.69590332,53.33472,1.53650255,1.593551539,Low
20250723_1100.wav,51.74820388,85.20073724,1.538485324,1.59062042,High
20250723_1115.wav,44.82683518,65.57899654,1.533463084,1.595505618,Low
20250723_1130.wav,51.02962908,163.1748477,1.539087409,1.615046409,High
20250723_1145.wav,49.28224153,60.20715256,1.542741655,1.595017098,Moderate
20250723_1200.wav,47.60610022,55.87186849,1.541027053,1.595505618,Moderate
20250723_1215.wav,48.81602754,77.93977105,1.532890216,1.582804104,Moderate
20250723_1230.wav,50.18637342,159.2939109,1.501904949,1.631656082,Moderate
20250723_1245.wav,49.82706124,81.74372114,1.529676316,1.589643381,Moderate
20250723_1300.wav,48.70503917,90.9275401,1.536576115,1.588666341,Moderate
20250723_1315.wav,45.28510849,56.10425342,1.535837335,1.59159746,Low
20250723_1330.wav,46.59217767,155.9586435,1.544403388,1.604298974,Low
20250723_1345.wav,47.44465451,67.84911458,1.538992627,1.594528578,Low
20250723_1400.wav,51.97958259,83.54640453,1.538346194,1.605276014,High
20250723_1415.wav,46.47253936,55.58698176,1.542270005,1.599413776,Low
20250723_1430.wav,50.47876834,60.70699405,1.538860975,1.593551539,Moderate
20250723_1445.wav,53.21317103,62.53680452,1.536449332,1.585735222,High
20250723_1500.wav,48.79853146,76.51708919,1.532422218,1.580850024,Moderate
20250723_1515.wav,49.70101117,77.19704844,1.532111089,1.584758183,Moderate
20250723_1530.wav,46.5251864,160.3277952,1.540780446,1.592574499,Low
20250723_1545.wav,45.44849749,53.21312786,1.538312629,1.59062042,Low
20250723_1600.wav,47.2403668,56.89673611,1.541359922,1.588666341,Low
20250723_1615.wav,51.18542311,96.68302693,1.536093334,1.594528578,High
20250723_1630.wav,51.38584159,159.7540298,1.514060552,1.593551539,High
20250723_1645.wav,44.51212675,64.89911225,1.536107595,1.592574499,Low
20250723_1700.wav,47.84201255,57.47254075,1.538912105,1.59159746,Moderate
20250723_1715.wav,47.52645682,56.86560109,1.545225123,1.595505618,Moderate
20250723_1730.wav,43.63525783,146.5721655,1.539120452,1.602344895,Low
20250723_1745.wav,48.19315055,76.01292282,1.534125863,1.597459697,Moderate
20250723_1800.wav,53.17543418,160.2909635,1.507567883,1.584758183,High
20250724_0900.wav,50.52894138,59.33448389,1.526411807,1.596482658,Moderate
20250724_0915.wav,48.27576099,56.59920139,1.516732368,1.586712262,Moderate
20250724_0930.wav,53.31311624,88.06184093,1.518707143,1.59062042,High
20250724_0945.wav,50.42983289,81.39726573,1.521337045,1.59159746,Moderate
20250724_1000.wav,43.74464823,142.2881938,1.521575131,1.581827064,Low
20250724_1015.wav,47.55914331,86.1522295,1.516525064,1.597459697,Moderate
20250724_1030.wav,51.54087419,162.5989236,1.511841605,1.634587201,High
20250724_1045.wav,49.03436027,81.27383432,1.534353341,1.589643381,Moderate
20250724_1100.wav,48.04558371,83.64571699,1.534897513,1.588666341,Moderate
20250724_1115.wav,51.38957834,60.20398866,1.541693138,1.59159746,High
20250724_1130.wav,49.62084275,56.86136679,1.541973832,1.59159746,Moderate
20250724_1145.wav,49.20026852,80.21841784,1.534848643,1.597459697,Moderate
20250724_1200.wav,50.93784465,89.43326397,1.534627948,1.596482658,High
20250724_1215.wav,49.75769432,92.77306597,1.540743228,1.597459697,Moderate
20250724_1230.wav,47.67912879,64.04730309,1.540818706,1.601367855,Moderate
20250724_1245.wav,49.54131516,59.98854496,1.530884137,1.587689301,Moderate
20250724_1300.wav,47.79164426,154.3150505,1.54053836,1.593551539,Moderate
20250724_1315.wav,50.07555768,163.3903876,1.521162611,1.618954568,Moderate
20250724_1330.wav,49.76262792,76.60499306,1.542151571,1.601367855,Moderate
20250724_1345.wav,50.78713898,75.94742122,1.538515933,1.597459697,Moderate
